task_id,category,gold_label,predicted_label,label_correct,verifier_valid,trace_grounded,direct_f1,closure_f1,first_violation_step,num_violations,num_formula_violations,question,gold_relations,pred_edges,answer
te3_test_bbc_20130322_1150_l15,tempeval_relation,AFTER,AFTER,1,1,1,0.0,1.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
Family friend and historian Dr Huw Lewis-Jones paid tribute to a ""gentle soul and fine climber"" who shunned the limelight. Mr Lowe also took part in the trans-Antarctic expedition of 1957-58, which made the first successful overland crossing of Antarctica via the South Pole.

Determine the temporal relation between the following event mentions.
- paid [ei6]
- took [ei8]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""paid [ei6]"", ""took [ei8]"", ""AFTER""]]","[[""took [ei8]"", ""paid [ei6]"", ""BEFORE""]]",took [ei8] BEFORE paid [ei6]
te3_test_bbc_20130322_1150_l16,tempeval_relation,SIMULTANEOUS,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
Mr Lowe also took part in the trans-Antarctic expedition of 1957-58, which made the first successful overland crossing of Antarctica via the South Pole.

Determine the temporal relation between the following event mentions.
- expedition [ei9]
- took [ei8]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""expedition [ei9]"", ""took [ei8]"", ""SIMULTANEOUS""]]","[[""took"", ""expedition"", ""SIMULTANEOUS""]]",SIMULTANEOUS
te3_test_bbc_20130322_1150_l17,tempeval_relation,SIMULTANEOUS,SIMULTANEOUS,1,1,1,1.0,0.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
Mr Lowe also took part in the trans-Antarctic expedition of 1957-58, which made the first successful overland crossing of Antarctica via the South Pole.

Determine the temporal relation between the following event mentions.
- made [ei10]
- took [ei8]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""made [ei10]"", ""took [ei8]"", ""SIMULTANEOUS""]]","[[""made [ei10]"", ""took [ei8]"", ""SIMULTANEOUS""]]",SIMULTANEOUS
te3_test_bbc_20130322_1150_l18,tempeval_relation,SIMULTANEOUS,SIMULTANEOUS,1,1,1,1.0,0.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
Mr Lowe also took part in the trans-Antarctic expedition of 1957-58, which made the first successful overland crossing of Antarctica via the South Pole.

Determine the temporal relation between the following event mentions.
- crossing [ei11]
- took [ei8]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""crossing [ei11]"", ""took [ei8]"", ""SIMULTANEOUS""]]","[[""crossing [ei11]"", ""took [ei8]"", ""SIMULTANEOUS""]]",SIMULTANEOUS
te3_test_bbc_20130322_1150_l20,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
Mr Lowe also took part in the trans-Antarctic expedition of 1957-58, which made the first successful overland crossing of Antarctica via the South Pole. He later made expeditions to Greenland, Greece and Ethiopia.

Determine the temporal relation between the following event mentions.
- took [ei8]
- made [ei12]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""took [ei8]"", ""made [ei12]"", ""BEFORE""]]","[[""took [ei8]"", ""made [ei12]"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1150_l21,tempeval_relation,SIMULTANEOUS,SIMULTANEOUS,1,1,1,1.0,0.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
He later made expeditions to Greenland, Greece and Ethiopia.

Determine the temporal relation between the following event mentions.
- expeditions [ei13]
- made [ei12]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""expeditions [ei13]"", ""made [ei12]"", ""SIMULTANEOUS""]]","[[""expeditions [ei13]"", ""made [ei12]"", ""SIMULTANEOUS""]]",SIMULTANEOUS
te3_test_bbc_20130322_1150_l28,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
Speaking to the BBC in 1995, Mr Lowe said of his Antarctic adventure: ""We estimated we could do it in 100 days, and we got across on the 99th day.

Determine the temporal relation between the following event mentions.
- estimated [ei15]
- said [ei14]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""estimated [ei15]"", ""said [ei14]"", ""BEFORE""]]","[[""estimated [ei15]"", ""said [ei14]"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1150_l29,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
Speaking to the BBC in 1995, Mr Lowe said of his Antarctic adventure: ""We estimated we could do it in 100 days, and we got across on the 99th day.

Determine the temporal relation between the following event mentions.
- do [ei16]
- said [ei14]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""do [ei16]"", ""said [ei14]"", ""BEFORE""]]","[[""do [ei16]"", ""said [ei14]"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1150_l30,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
Speaking to the BBC in 1995, Mr Lowe said of his Antarctic adventure: ""We estimated we could do it in 100 days, and we got across on the 99th day.

Determine the temporal relation between the following event mentions.
- got [ei17]
- said [ei14]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""got [ei17]"", ""said [ei14]"", ""BEFORE""]]","[[""got [ei17]"", ""said [ei14]"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1150_l32,tempeval_relation,AFTER,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
Speaking to the BBC in 1995, Mr Lowe said of his Antarctic adventure: ""We estimated we could do it in 100 days, and we got across on the 99th day. ""There was a great feeling of euphoria from everyone. It had a multiplying effect.

Determine the temporal relation between the following event mentions.
- said [ei14]
- had [ei18]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""said [ei14]"", ""had [ei18]"", ""AFTER""]]","[[""said"", ""had"", ""AFTER""]]",AFTER
te3_test_bbc_20130322_1150_l35,tempeval_relation,SIMULTANEOUS,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
""We were pleased that England and New Zealand knew about it, and we thought that's where it would stop.""

Determine the temporal relation between the following event mentions.
- pleased [ei19]
- thought [ei21]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""pleased [ei19]"", ""thought [ei21]"", ""SIMULTANEOUS""]]","[[""pleased"", ""thought"", ""SIMULTANEOUS""]]",SIMULTANEOUS
te3_test_bbc_20130322_1150_l36,tempeval_relation,SIMULTANEOUS,SIMULTANEOUS,1,1,1,1.0,0.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
""We were pleased that England and New Zealand knew about it, and we thought that's where it would stop.""

Determine the temporal relation between the following event mentions.
- knew [ei20]
- thought [ei21]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""knew [ei20]"", ""thought [ei21]"", ""SIMULTANEOUS""]]","[[""knew [ei20]"", ""thought [ei21]"", ""SIMULTANEOUS""]]",SIMULTANEOUS
te3_test_bbc_20130322_1150_l37,tempeval_relation,AFTER,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
""We were pleased that England and New Zealand knew about it, and we thought that's where it would stop.""

Determine the temporal relation between the following event mentions.
- stop [ei22]
- thought [ei21]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""stop [ei22]"", ""thought [ei21]"", ""AFTER""]]","[[""thought"", ""stop"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1150_l39,tempeval_relation,BEFORE,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
""We were pleased that England and New Zealand knew about it, and we thought that's where it would stop."" He also talked about his ""second job"" as the group's cameraman, and having to wear four pairs of gloves to work the clockwork camera.

Determine the temporal relation between the following event mentions.
- thought [ei21]
- talked [ei23]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""thought [ei21]"", ""talked [ei23]"", ""BEFORE""]]","[[""thought"", ""talked"", ""SIMULTANEOUS""]]",SIMULTANEOUS
te3_test_bbc_20130322_1150_l40,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
He also talked about his ""second job"" as the group's cameraman, and having to wear four pairs of gloves to work the clockwork camera.

Determine the temporal relation between the following event mentions.
- wear [ei24]
- talked [ei23]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""wear [ei24]"", ""talked [ei23]"", ""BEFORE""]]","[[""wear [ei24]"", ""talked [ei23]"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1150_l41,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
He also talked about his ""second job"" as the group's cameraman, and having to wear four pairs of gloves to work the clockwork camera.

Determine the temporal relation between the following event mentions.
- work [ei25]
- talked [ei23]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""work [ei25]"", ""talked [ei23]"", ""BEFORE""]]","[[""work [ei25]"", ""talked [ei23]"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1150_l50,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
Dr Lewis-Jones, the former curator at the Scott Polar Research Institute at the University of Cambridge, who first met Mr Lowe in 2005, called him a ""hero"".

Determine the temporal relation between the following event mentions.
- met [ei29]
- called [ei30]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""met [ei29]"", ""called [ei30]"", ""BEFORE""]]","[[""met [ei29]"", ""called [ei30]"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1150_l52,tempeval_relation,SIMULTANEOUS,BEFORE,0,1,1,0.0,0.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
Dr Lewis-Jones, the former curator at the Scott Polar Research Institute at the University of Cambridge, who first met Mr Lowe in 2005, called him a ""hero"". ""I don't often use that word but then it is not very often that you get to meet one,"" he said.

Determine the temporal relation between the following event mentions.
- called [ei30]
- said [ei34]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""called [ei30]"", ""said [ei34]"", ""SIMULTANEOUS""]]","[[""called [ei30]"", ""said [ei34]"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1150_l58,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
""I don't often use that word but then it is not very often that you get to meet one,"" he said. A book of memoirs and photographs from the climb by Mr Lowe, which he worked on with Dr Lewis-Jones, is due to be published in May.

Determine the temporal relation between the following event mentions.
- said [ei34]
- published [ei35]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""said [ei34]"", ""published [ei35]"", ""BEFORE""]]","[[""said [ei34]"", ""published [ei35]"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1150_l61,tempeval_relation,AFTER,AFTER,1,1,1,1.0,1.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
A book of memoirs and photographs from the climb by Mr Lowe, which he worked on with Dr Lewis-Jones, is due to be published in May. He said: ""Lowe was a brilliant, kind fellow who never sought the limelight... and 60 years on from Everest his achievements deserve wider recognition.

Determine the temporal relation between the following event mentions.
- published [ei35]
- said [ei36]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""published [ei35]"", ""said [ei36]"", ""AFTER""]]","[[""published [ei35]"", ""said [ei36]"", ""AFTER""]]",AFTER
te3_test_bbc_20130322_1150_l63,tempeval_relation,SIMULTANEOUS,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
He said: ""Lowe was a brilliant, kind fellow who never sought the limelight... and 60 years on from Everest his achievements deserve wider recognition.

Determine the temporal relation between the following event mentions.
- deserve [ei38]
- said [ei36]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""deserve [ei38]"", ""said [ei36]"", ""SIMULTANEOUS""]]","[[""said"", ""deserve"", ""SIMULTANEOUS""]]",SIMULTANEOUS
te3_test_bbc_20130322_1150_l65,tempeval_relation,AFTER,AFTER,1,1,1,0.0,1.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
He said: ""Lowe was a brilliant, kind fellow who never sought the limelight... and 60 years on from Everest his achievements deserve wider recognition. ""He was involved in two of the most important explorations of the 20th Century... yet remained a humble, happy man right to the end... an inspirational lesson to us all.""

Determine the temporal relation between the following event mentions.
- said [ei36]
- involved [ei39]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""said [ei36]"", ""involved [ei39]"", ""AFTER""]]","[[""involved [ei39]"", ""said [ei36]"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1150_l69,tempeval_relation,BEFORE,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
""He was involved in two of the most important explorations of the 20th Century... yet remained a humble, happy man right to the end... an inspirational lesson to us all."" Before retiring in 1984, Mr Lowe worked as an Inspector of Schools with the Department of Education and Sciences, and he leaves three sons from a previous marriage.

Determine the temporal relation between the following event mentions.
- involved [ei39]
- worked [ei42]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""involved [ei39]"", ""worked [ei42]"", ""BEFORE""]]","[[""involved"", ""worked"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1150_l70,tempeval_relation,AFTER,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
Before retiring in 1984, Mr Lowe worked as an Inspector of Schools with the Department of Education and Sciences, and he leaves three sons from a previous marriage.

Determine the temporal relation between the following event mentions.
- retiring [ei41]
- worked [ei42]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""retiring [ei41]"", ""worked [ei42]"", ""AFTER""]]","[[""retiring"", ""worked"", ""AFTER""]]",AFTER
te3_test_bbc_20130322_1150_l74,tempeval_relation,BEFORE,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
Before retiring in 1984, Mr Lowe worked as an Inspector of Schools with the Department of Education and Sciences, and he leaves three sons from a previous marriage. The last British climbing member of the 1953 team, Mike Westmacott, died last June.

Determine the temporal relation between the following event mentions.
- worked [ei42]
- died [ei44]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""worked [ei42]"", ""died [ei44]"", ""BEFORE""]]","[[""worked"", ""died"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1150_l75,tempeval_relation,SIMULTANEOUS,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
The last surviving member of the team which first conquered Everest in 1953 has died in a Derbyshire nursing home. George Lowe, 89, died in Ripley on Wednesday after a long-term illness, with his wife Mary by his side. New Zealand-born Mr Lowe was part of the team that helped Sir Edmund Hillary and Tenzing Norgay to the summit in 1953. Family friend and historian Dr Huw Lewis-Jones paid tribute to a ""gentle soul and fine climber"" who shunned the limelight. Mr Lowe also took part in the trans-Antarctic expedition of 1957-58, which made the first successful overland crossing of Antarctica via the South Pole. He later made expeditions to Greenland, Greece and Ethiopia. Speaking to the BBC in 1995, Mr Lowe said of his Antarctic adventure: ""We estimated we could do it in 100 days, and we got across on the 99th day. ""There was a great feeling of euphoria from everyone. It had a multiplying effect. ""We were pleased that England and New Zealand knew about it, and we thought that's where it would stop."" He also talked about his ""second job"" as the group's cameraman, and having to wear four pairs of gloves to work the clockwork camera. ""When there were dramas, there was a split problem. Do you take part in the urgency - or do you record it?"" he said. Dr Lewis-Jones, the former curator at the Scott Polar Research Institute at the University of Cambridge, who first met Mr Lowe in 2005, called him a ""hero"". ""I don't often use that word but then it is not very often that you get to meet one,"" he said. A book of memoirs and photographs from the climb by Mr Lowe, which he worked on with Dr Lewis-Jones, is due to be published in May.

Determine the temporal relation between the following event mentions.
- conquered [ei1]
- climb [ei52]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""conquered [ei1]"", ""climb [ei52]"", ""SIMULTANEOUS""]]","[[""conquered"", ""climb"", ""SIMULTANEOUS""]]",SIMULTANEOUS
te3_test_bbc_20130322_1150_l76,tempeval_relation,SIMULTANEOUS,SIMULTANEOUS,1,1,1,1.0,0.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
The last surviving member of the team which first conquered Everest in 1953 has died in a Derbyshire nursing home. George Lowe, 89, died in Ripley on Wednesday after a long-term illness, with his wife Mary by his side. New Zealand-born Mr Lowe was part of the team that helped Sir Edmund Hillary and Tenzing Norgay to the summit in 1953. Family friend and historian Dr Huw Lewis-Jones paid tribute to a ""gentle soul and fine climber"" who shunned the limelight. Mr Lowe also took part in the trans-Antarctic expedition of 1957-58, which made the first successful overland crossing of Antarctica via the South Pole. He later made expeditions to Greenland, Greece and Ethiopia. Speaking to the BBC in 1995, Mr Lowe said of his Antarctic adventure: ""We estimated we could do it in 100 days, and we got across on the 99th day. ""There was a great feeling of euphoria from everyone. It had a multiplying effect. ""We were pleased that England and New Zealand knew about it, and we thought that's where it would stop."" He also talked about his ""second job"" as the group's cameraman, and having to wear four pairs of gloves to work the clockwork camera. ""When there were dramas, there was a split problem. Do you take part in the urgency - or do you record it?"" he said. Dr Lewis-Jones, the former curator at the Scott Polar Research Institute at the University of Cambridge, who first met Mr Lowe in 2005, called him a ""hero"". ""I don't often use that word but then it is not very often that you get to meet one,"" he said. A book of memoirs and photographs from the climb by Mr Lowe, which he worked on with Dr Lewis-Jones, is due to be published in May. He said: ""Lowe was a brilliant, kind fellow who never sought the limelight... and 60 years on from Everest his achievements deserve wider recognition.

Determine the temporal relation between the following event mentions.
- conquered [ei1]
- Everest [ei54]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""conquered [ei1]"", ""Everest [ei54]"", ""SIMULTANEOUS""]]","[[""conquered [ei1]"", ""Everest [ei54]"", ""SIMULTANEOUS""]]",SIMULTANEOUS
te3_test_bbc_20130322_1353_l2,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
Israel PM apologies for Gaza flotilla deaths

Passage:
Israel's prime minister has apologised to Turkey for ""any errors that could have led to loss of life"" during the 2010 commando raid on an aid flotilla that tried to breach the Gaza blockade.

Determine the temporal relation between the following event mentions.
- led [ei2]
- apologised [ei1]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""led [ei2]"", ""apologised [ei1]"", ""BEFORE""]]","[[""led [ei2]"", ""apologised [ei1]"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1353_l3,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
Israel PM apologies for Gaza flotilla deaths

Passage:
Israel's prime minister has apologised to Turkey for ""any errors that could have led to loss of life"" during the 2010 commando raid on an aid flotilla that tried to breach the Gaza blockade.

Determine the temporal relation between the following event mentions.
- loss [ei3]
- apologised [ei1]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""loss [ei3]"", ""apologised [ei1]"", ""BEFORE""]]","[[""loss [ei3]"", ""apologised [ei1]"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1353_l4,tempeval_relation,BEFORE,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
Israel PM apologies for Gaza flotilla deaths

Passage:
Israel's prime minister has apologised to Turkey for ""any errors that could have led to loss of life"" during the 2010 commando raid on an aid flotilla that tried to breach the Gaza blockade.

Determine the temporal relation between the following event mentions.
- raid [ei4]
- apologised [ei1]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""raid [ei4]"", ""apologised [ei1]"", ""BEFORE""]]","[[""raid"", ""apologised"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1353_l5,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
Israel PM apologies for Gaza flotilla deaths

Passage:
Israel's prime minister has apologised to Turkey for ""any errors that could have led to loss of life"" during the 2010 commando raid on an aid flotilla that tried to breach the Gaza blockade.

Determine the temporal relation between the following event mentions.
- tried [ei5]
- apologised [ei1]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""tried [ei5]"", ""apologised [ei1]"", ""BEFORE""]]","[[""tried [ei5]"", ""apologised [ei1]"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1353_l6,tempeval_relation,BEFORE,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
Israel PM apologies for Gaza flotilla deaths

Passage:
Israel's prime minister has apologised to Turkey for ""any errors that could have led to loss of life"" during the 2010 commando raid on an aid flotilla that tried to breach the Gaza blockade.

Determine the temporal relation between the following event mentions.
- breach [ei6]
- apologised [ei1]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""breach [ei6]"", ""apologised [ei1]"", ""BEFORE""]]","[[""breach"", ""apologised"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1353_l10,tempeval_relation,AFTER,AFTER,1,1,1,0.0,1.0,,0,0,"Title:
Israel PM apologies for Gaza flotilla deaths

Passage:
Benjamin Netanyahu also agreed with his Turkish counterpart Recep Tayyip Erdogan to compensate the families of the nine activists who were killed.

Determine the temporal relation between the following event mentions.
- compensate [ei9]
- agreed [ei8]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""compensate [ei9]"", ""agreed [ei8]"", ""AFTER""]]","[[""agreed [ei8]"", ""compensate [ei9]"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1353_l11,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
Israel PM apologies for Gaza flotilla deaths

Passage:
Benjamin Netanyahu also agreed with his Turkish counterpart Recep Tayyip Erdogan to compensate the families of the nine activists who were killed.

Determine the temporal relation between the following event mentions.
- killed [ei10]
- agreed [ei8]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""killed [ei10]"", ""agreed [ei8]"", ""BEFORE""]]","[[""killed [ei10]"", ""agreed [ei8]"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1353_l13,tempeval_relation,AFTER,AFTER,1,1,1,0.0,1.0,,0,0,"Title:
Israel PM apologies for Gaza flotilla deaths

Passage:
Benjamin Netanyahu also agreed with his Turkish counterpart Recep Tayyip Erdogan to compensate the families of the nine activists who were killed. Mr Netanyahu had previously only expressed regret for the deaths.

Determine the temporal relation between the following event mentions.
- agreed [ei8]
- expressed [ei11]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""agreed [ei8]"", ""expressed [ei11]"", ""AFTER""]]","[[""expressed [ei11]"", ""agreed [ei8]"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1353_l15,tempeval_relation,BEFORE,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
Israel PM apologies for Gaza flotilla deaths

Passage:
Mr Netanyahu had previously only expressed regret for the deaths. The deal was brokered by US President Barack Obama during a visit to Israel.

Determine the temporal relation between the following event mentions.
- expressed [ei11]
- deal [ei12]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""expressed [ei11]"", ""deal [ei12]"", ""BEFORE""]]","[[""expressed"", ""deal"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1353_l16,tempeval_relation,SIMULTANEOUS,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
Israel PM apologies for Gaza flotilla deaths

Passage:
The deal was brokered by US President Barack Obama during a visit to Israel.

Determine the temporal relation between the following event mentions.
- brokered [ei13]
- deal [ei12]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""brokered [ei13]"", ""deal [ei12]"", ""SIMULTANEOUS""]]","[[""brokered"", ""deal"", ""SIMULTANEOUS""]]",SIMULTANEOUS
te3_test_bbc_20130322_1353_l19,tempeval_relation,BEFORE,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
Israel PM apologies for Gaza flotilla deaths

Passage:
The deal was brokered by US President Barack Obama during a visit to Israel. Mr Erdogan's office said he had accepted the apology, ""in the name of the Turkish people"".

Determine the temporal relation between the following event mentions.
- deal [ei12]
- said [ei15]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""deal [ei12]"", ""said [ei15]"", ""BEFORE""]]","[[""deal"", ""said"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1353_l20,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
Israel PM apologies for Gaza flotilla deaths

Passage:
Mr Erdogan's office said he had accepted the apology, ""in the name of the Turkish people"".

Determine the temporal relation between the following event mentions.
- accepted [ei16]
- said [ei15]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""accepted [ei16]"", ""said [ei15]"", ""BEFORE""]]","[[""accepted [ei16]"", ""said [ei15]"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1353_l23,tempeval_relation,AFTER,AFTER,1,1,1,0.0,1.0,,0,0,"Title:
Israel PM apologies for Gaza flotilla deaths

Passage:
Mr Erdogan's office said he had accepted the apology, ""in the name of the Turkish people"". In the past, he has always given two conditions for restoring bilateral relations with Israel - an apology and compensation for victims' families.

Determine the temporal relation between the following event mentions.
- said [ei15]
- given [ei17]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""said [ei15]"", ""given [ei17]"", ""AFTER""]]","[[""given [ei17]"", ""said [ei15]"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1353_l24,tempeval_relation,AFTER,AFTER,1,1,1,0.0,1.0,,0,0,"Title:
Israel PM apologies for Gaza flotilla deaths

Passage:
In the past, he has always given two conditions for restoring bilateral relations with Israel - an apology and compensation for victims' families.

Determine the temporal relation between the following event mentions.
- restoring [ei18]
- given [ei17]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""restoring [ei18]"", ""given [ei17]"", ""AFTER""]]","[[""given [ei17]"", ""restoring [ei18]"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1353_l27,tempeval_relation,AFTER,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
Israel PM apologies for Gaza flotilla deaths

Passage:
In the past, he has always given two conditions for restoring bilateral relations with Israel - an apology and compensation for victims' families. Nine people were killed on board the Turkish aid ship, Mavi Marmara, when it was boarded by Israeli commandos while trying to transport aid supplies to Gaza in May 2010 in spite of an Israeli naval blockade.

Determine the temporal relation between the following event mentions.
- given [ei17]
- killed [ei19]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""given [ei17]"", ""killed [ei19]"", ""AFTER""]]","[[""given"", ""killed"", ""BEFORE""]]",BEFORE
