task_id,category,gold_label,predicted_label,label_correct,verifier_valid,trace_grounded,direct_f1,closure_f1,first_violation_step,num_violations,num_formula_violations,question,gold_relations,pred_edges,answer
te3_test_WSJ_20130322_804_l57,tempeval_relation,SIMULTANEOUS,UNKNOWN,0,1,1,0.0,0.0,,0,0,"Title:
Health Insurers Warn on Premiums

Passage:
Starting next year, the law will block insurers from refusing to sell coverage or setting premiums based on people's health histories, and will reduce their ability to set rates based on age. That can raise coverage prices for younger, healthier consumers, while reining them in for older, sicker ones. The rules can also affect small businesses, which sometimes pay premiums tied to employees' health status and claims history.

Determine the temporal relation between the following event mentions.
- raise [ei32]
- reining [ei33]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""raise [ei32]"", ""reining [ei33]"", ""SIMULTANEOUS""]]",[],UNKNOWN
te3_test_WSJ_20130322_804_l58,tempeval_relation,AFTER,BEFORE,0,1,1,0.0,0.0,,0,0,"Title:
Health Insurers Warn on Premiums

Passage:
Health insurers are privately warning brokers that premiums for many individuals and small businesses could increase sharply next year because of the health-care overhaul law, with the nation's biggest firm projecting that rates could more than double for some consumers buying their own plans. The projections, made in sessions with brokers and agents, provide some of the most concrete evidence yet of how much insurance companies might increase prices when major provisions of the law kick in next year - a subject of rigorous debate.

Determine the temporal relation between the following event mentions.
- projecting [ei2002]
- sessions [ei5]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""projecting [ei2002]"", ""sessions [ei5]"", ""AFTER""]]","[[""projecting [ei2002]"", ""sessions [ei5]"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1150_l3,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
The last surviving member of the team which first conquered Everest in 1953 has died in a Derbyshire nursing home.

Determine the temporal relation between the following event mentions.
- conquered [ei1]
- died [ei2]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""conquered [ei1]"", ""died [ei2]"", ""BEFORE""]]","[[""conquered [ei1]"", ""died [ei2]"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1150_l6,tempeval_relation,SIMULTANEOUS,BEFORE,0,1,1,0.0,0.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
The last surviving member of the team which first conquered Everest in 1953 has died in a Derbyshire nursing home. George Lowe, 89, died in Ripley on Wednesday after a long-term illness, with his wife Mary by his side.

Determine the temporal relation between the following event mentions.
- died [ei2]
- died [ei3]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""died [ei2]"", ""died [ei3]"", ""SIMULTANEOUS""]]","[[""died [ei2]"", ""died [ei3]"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1150_l9,tempeval_relation,AFTER,UNKNOWN,0,1,1,0.0,0.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
George Lowe, 89, died in Ripley on Wednesday after a long-term illness, with his wife Mary by his side. New Zealand-born Mr Lowe was part of the team that helped Sir Edmund Hillary and Tenzing Norgay to the summit in 1953.

Determine the temporal relation between the following event mentions.
- died [ei3]
- helped [ei4]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""died [ei3]"", ""helped [ei4]"", ""AFTER""]]",[],UNKNOWN
te3_test_bbc_20130322_1150_l12,tempeval_relation,BEFORE,UNKNOWN,0,1,1,0.0,0.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
New Zealand-born Mr Lowe was part of the team that helped Sir Edmund Hillary and Tenzing Norgay to the summit in 1953. Family friend and historian Dr Huw Lewis-Jones paid tribute to a ""gentle soul and fine climber"" who shunned the limelight.

Determine the temporal relation between the following event mentions.
- helped [ei4]
- paid [ei6]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""helped [ei4]"", ""paid [ei6]"", ""BEFORE""]]",[],UNKNOWN
te3_test_bbc_20130322_1150_l13,tempeval_relation,BEFORE,UNKNOWN,0,1,1,0.0,0.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
Family friend and historian Dr Huw Lewis-Jones paid tribute to a ""gentle soul and fine climber"" who shunned the limelight.

Determine the temporal relation between the following event mentions.
- shunned [ei7]
- paid [ei6]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""shunned [ei7]"", ""paid [ei6]"", ""BEFORE""]]",[],UNKNOWN
te3_test_bbc_20130322_1150_l15,tempeval_relation,AFTER,UNKNOWN,0,1,1,0.0,0.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
Family friend and historian Dr Huw Lewis-Jones paid tribute to a ""gentle soul and fine climber"" who shunned the limelight. Mr Lowe also took part in the trans-Antarctic expedition of 1957-58, which made the first successful overland crossing of Antarctica via the South Pole.

Determine the temporal relation between the following event mentions.
- paid [ei6]
- took [ei8]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""paid [ei6]"", ""took [ei8]"", ""AFTER""]]",[],UNKNOWN
te3_test_bbc_20130322_1150_l16,tempeval_relation,SIMULTANEOUS,AFTER,0,1,1,0.0,0.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
Mr Lowe also took part in the trans-Antarctic expedition of 1957-58, which made the first successful overland crossing of Antarctica via the South Pole.

Determine the temporal relation between the following event mentions.
- expedition [ei9]
- took [ei8]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""expedition [ei9]"", ""took [ei8]"", ""SIMULTANEOUS""]]","[[""took [ei8]"", ""expedition [ei9]"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1150_l17,tempeval_relation,SIMULTANEOUS,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
Mr Lowe also took part in the trans-Antarctic expedition of 1957-58, which made the first successful overland crossing of Antarctica via the South Pole.

Determine the temporal relation between the following event mentions.
- made [ei10]
- took [ei8]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""made [ei10]"", ""took [ei8]"", ""SIMULTANEOUS""]]","[[""took"", ""made"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1150_l18,tempeval_relation,SIMULTANEOUS,AFTER,0,1,1,0.0,0.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
Mr Lowe also took part in the trans-Antarctic expedition of 1957-58, which made the first successful overland crossing of Antarctica via the South Pole.

Determine the temporal relation between the following event mentions.
- crossing [ei11]
- took [ei8]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""crossing [ei11]"", ""took [ei8]"", ""SIMULTANEOUS""]]","[[""took [ei8]"", ""crossing [ei11]"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1150_l20,tempeval_relation,BEFORE,UNKNOWN,0,1,1,0.0,0.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
Mr Lowe also took part in the trans-Antarctic expedition of 1957-58, which made the first successful overland crossing of Antarctica via the South Pole. He later made expeditions to Greenland, Greece and Ethiopia.

Determine the temporal relation between the following event mentions.
- took [ei8]
- made [ei12]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""took [ei8]"", ""made [ei12]"", ""BEFORE""]]",[],UNKNOWN
te3_test_bbc_20130322_1150_l21,tempeval_relation,SIMULTANEOUS,AFTER,0,1,1,0.0,0.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
He later made expeditions to Greenland, Greece and Ethiopia.

Determine the temporal relation between the following event mentions.
- expeditions [ei13]
- made [ei12]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""expeditions [ei13]"", ""made [ei12]"", ""SIMULTANEOUS""]]","[[""made [ei12]"", ""expeditions [ei13]"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1150_l27,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
He later made expeditions to Greenland, Greece and Ethiopia. Speaking to the BBC in 1995, Mr Lowe said of his Antarctic adventure: ""We estimated we could do it in 100 days, and we got across on the 99th day.

Determine the temporal relation between the following event mentions.
- made [ei12]
- said [ei14]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""made [ei12]"", ""said [ei14]"", ""BEFORE""]]","[[""made [ei12]"", ""said [ei14]"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1150_l28,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
Speaking to the BBC in 1995, Mr Lowe said of his Antarctic adventure: ""We estimated we could do it in 100 days, and we got across on the 99th day.

Determine the temporal relation between the following event mentions.
- estimated [ei15]
- said [ei14]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""estimated [ei15]"", ""said [ei14]"", ""BEFORE""]]","[[""estimated [ei15]"", ""said [ei14]"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1150_l29,tempeval_relation,BEFORE,AFTER,0,1,1,0.0,0.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
Speaking to the BBC in 1995, Mr Lowe said of his Antarctic adventure: ""We estimated we could do it in 100 days, and we got across on the 99th day.

Determine the temporal relation between the following event mentions.
- do [ei16]
- said [ei14]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""do [ei16]"", ""said [ei14]"", ""BEFORE""]]","[[""said [ei14]"", ""do [ei16]"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1150_l30,tempeval_relation,BEFORE,AFTER,0,1,1,0.0,0.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
Speaking to the BBC in 1995, Mr Lowe said of his Antarctic adventure: ""We estimated we could do it in 100 days, and we got across on the 99th day.

Determine the temporal relation between the following event mentions.
- got [ei17]
- said [ei14]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""got [ei17]"", ""said [ei14]"", ""BEFORE""]]","[[""said [ei14]"", ""got [ei17]"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1150_l32,tempeval_relation,AFTER,BEFORE,0,1,1,0.0,0.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
Speaking to the BBC in 1995, Mr Lowe said of his Antarctic adventure: ""We estimated we could do it in 100 days, and we got across on the 99th day. ""There was a great feeling of euphoria from everyone. It had a multiplying effect.

Determine the temporal relation between the following event mentions.
- said [ei14]
- had [ei18]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""said [ei14]"", ""had [ei18]"", ""AFTER""]]","[[""said [ei14]"", ""had [ei18]"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1150_l35,tempeval_relation,SIMULTANEOUS,UNKNOWN,0,1,1,0.0,0.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
""We were pleased that England and New Zealand knew about it, and we thought that's where it would stop.""

Determine the temporal relation between the following event mentions.
- pleased [ei19]
- thought [ei21]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""pleased [ei19]"", ""thought [ei21]"", ""SIMULTANEOUS""]]",[],UNKNOWN
te3_test_bbc_20130322_1150_l36,tempeval_relation,SIMULTANEOUS,UNKNOWN,0,1,1,0.0,0.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
""We were pleased that England and New Zealand knew about it, and we thought that's where it would stop.""

Determine the temporal relation between the following event mentions.
- knew [ei20]
- thought [ei21]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""knew [ei20]"", ""thought [ei21]"", ""SIMULTANEOUS""]]",[],UNKNOWN
te3_test_bbc_20130322_1150_l37,tempeval_relation,AFTER,UNKNOWN,0,1,1,0.0,0.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
""We were pleased that England and New Zealand knew about it, and we thought that's where it would stop.""

Determine the temporal relation between the following event mentions.
- stop [ei22]
- thought [ei21]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""stop [ei22]"", ""thought [ei21]"", ""AFTER""]]",[],UNKNOWN
te3_test_bbc_20130322_1150_l39,tempeval_relation,BEFORE,UNKNOWN,0,1,1,0.0,0.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
""We were pleased that England and New Zealand knew about it, and we thought that's where it would stop."" He also talked about his ""second job"" as the group's cameraman, and having to wear four pairs of gloves to work the clockwork camera.

Determine the temporal relation between the following event mentions.
- thought [ei21]
- talked [ei23]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""thought [ei21]"", ""talked [ei23]"", ""BEFORE""]]",[],UNKNOWN
te3_test_bbc_20130322_1150_l40,tempeval_relation,BEFORE,SIMULTANEOUS,0,1,1,0.0,0.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
He also talked about his ""second job"" as the group's cameraman, and having to wear four pairs of gloves to work the clockwork camera.

Determine the temporal relation between the following event mentions.
- wear [ei24]
- talked [ei23]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""wear [ei24]"", ""talked [ei23]"", ""BEFORE""]]","[[""talked [ei23]"", ""wear [ei24]"", ""SIMULTANEOUS""]]",SIMULTANEOUS
te3_test_bbc_20130322_1150_l41,tempeval_relation,BEFORE,AFTER,0,1,1,0.0,0.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
He also talked about his ""second job"" as the group's cameraman, and having to wear four pairs of gloves to work the clockwork camera.

Determine the temporal relation between the following event mentions.
- work [ei25]
- talked [ei23]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""work [ei25]"", ""talked [ei23]"", ""BEFORE""]]","[[""talked [ei23]"", ""work [ei25]"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1150_l50,tempeval_relation,BEFORE,UNKNOWN,0,1,1,0.0,0.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
Dr Lewis-Jones, the former curator at the Scott Polar Research Institute at the University of Cambridge, who first met Mr Lowe in 2005, called him a ""hero"".

Determine the temporal relation between the following event mentions.
- met [ei29]
- called [ei30]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""met [ei29]"", ""called [ei30]"", ""BEFORE""]]",[],UNKNOWN
te3_test_bbc_20130322_1150_l52,tempeval_relation,SIMULTANEOUS,BEFORE,0,1,1,0.0,0.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
Dr Lewis-Jones, the former curator at the Scott Polar Research Institute at the University of Cambridge, who first met Mr Lowe in 2005, called him a ""hero"". ""I don't often use that word but then it is not very often that you get to meet one,"" he said.

Determine the temporal relation between the following event mentions.
- called [ei30]
- said [ei34]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""called [ei30]"", ""said [ei34]"", ""SIMULTANEOUS""]]","[[""called [ei30]"", ""said [ei34]"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1150_l58,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
""I don't often use that word but then it is not very often that you get to meet one,"" he said. A book of memoirs and photographs from the climb by Mr Lowe, which he worked on with Dr Lewis-Jones, is due to be published in May.

Determine the temporal relation between the following event mentions.
- said [ei34]
- published [ei35]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""said [ei34]"", ""published [ei35]"", ""BEFORE""]]","[[""said [ei34]"", ""published [ei35]"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1150_l61,tempeval_relation,AFTER,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
A book of memoirs and photographs from the climb by Mr Lowe, which he worked on with Dr Lewis-Jones, is due to be published in May. He said: ""Lowe was a brilliant, kind fellow who never sought the limelight... and 60 years on from Everest his achievements deserve wider recognition.

Determine the temporal relation between the following event mentions.
- published [ei35]
- said [ei36]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""published [ei35]"", ""said [ei36]"", ""AFTER""]]","[[""said"", ""published"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1150_l62,tempeval_relation,BEFORE,UNKNOWN,0,1,1,0.0,0.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
He said: ""Lowe was a brilliant, kind fellow who never sought the limelight... and 60 years on from Everest his achievements deserve wider recognition.

Determine the temporal relation between the following event mentions.
- sought [ei37]
- said [ei36]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""sought [ei37]"", ""said [ei36]"", ""BEFORE""]]",[],UNKNOWN
te3_test_bbc_20130322_1150_l63,tempeval_relation,SIMULTANEOUS,UNKNOWN,0,1,1,0.0,0.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
He said: ""Lowe was a brilliant, kind fellow who never sought the limelight... and 60 years on from Everest his achievements deserve wider recognition.

Determine the temporal relation between the following event mentions.
- deserve [ei38]
- said [ei36]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""deserve [ei38]"", ""said [ei36]"", ""SIMULTANEOUS""]]",[],UNKNOWN
te3_test_bbc_20130322_1150_l65,tempeval_relation,AFTER,UNKNOWN,0,1,1,0.0,0.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
He said: ""Lowe was a brilliant, kind fellow who never sought the limelight... and 60 years on from Everest his achievements deserve wider recognition. ""He was involved in two of the most important explorations of the 20th Century... yet remained a humble, happy man right to the end... an inspirational lesson to us all.""

Determine the temporal relation between the following event mentions.
- said [ei36]
- involved [ei39]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""said [ei36]"", ""involved [ei39]"", ""AFTER""]]",[],UNKNOWN
te3_test_bbc_20130322_1150_l66,tempeval_relation,SIMULTANEOUS,UNKNOWN,0,1,1,0.0,0.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
""He was involved in two of the most important explorations of the 20th Century... yet remained a humble, happy man right to the end... an inspirational lesson to us all.""

Determine the temporal relation between the following event mentions.
- remained [ei40]
- involved [ei39]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""remained [ei40]"", ""involved [ei39]"", ""SIMULTANEOUS""]]",[],UNKNOWN
te3_test_bbc_20130322_1150_l69,tempeval_relation,BEFORE,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
""He was involved in two of the most important explorations of the 20th Century... yet remained a humble, happy man right to the end... an inspirational lesson to us all."" Before retiring in 1984, Mr Lowe worked as an Inspector of Schools with the Department of Education and Sciences, and he leaves three sons from a previous marriage.

Determine the temporal relation between the following event mentions.
- involved [ei39]
- worked [ei42]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""involved [ei39]"", ""worked [ei42]"", ""BEFORE""]]","[[""ei39"", ""ei42"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1150_l70,tempeval_relation,AFTER,BEFORE,0,1,1,0.0,0.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
Before retiring in 1984, Mr Lowe worked as an Inspector of Schools with the Department of Education and Sciences, and he leaves three sons from a previous marriage.

Determine the temporal relation between the following event mentions.
- retiring [ei41]
- worked [ei42]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""retiring [ei41]"", ""worked [ei42]"", ""AFTER""]]","[[""retiring [ei41]"", ""worked [ei42]"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1150_l71,tempeval_relation,SIMULTANEOUS,BEFORE,0,1,1,0.0,0.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
The last surviving member of the team which first conquered Everest in 1953 has died in a Derbyshire nursing home. George Lowe, 89, died in Ripley on Wednesday after a long-term illness, with his wife Mary by his side. New Zealand-born Mr Lowe was part of the team that helped Sir Edmund Hillary and Tenzing Norgay to the summit in 1953. Family friend and historian Dr Huw Lewis-Jones paid tribute to a ""gentle soul and fine climber"" who shunned the limelight. Mr Lowe also took part in the trans-Antarctic expedition of 1957-58, which made the first successful overland crossing of Antarctica via the South Pole. He later made expeditions to Greenland, Greece and Ethiopia. Speaking to the BBC in 1995, Mr Lowe said of his Antarctic adventure: ""We estimated we could do it in 100 days, and we got across on the 99th day. ""There was a great feeling of euphoria from everyone. It had a multiplying effect. ""We were pleased that England and New Zealand knew about it, and we thought that's where it would stop."" He also talked about his ""second job"" as the group's cameraman, and having to wear four pairs of gloves to work the clockwork camera. ""When there were dramas, there was a split problem. Do you take part in the urgency - or do you record it?"" he said. Dr Lewis-Jones, the former curator at the Scott Polar Research Institute at the University of Cambridge, who first met Mr Lowe in 2005, called him a ""hero"". ""I don't often use that word but then it is not very often that you get to meet one,"" he said. A book of memoirs and photographs from the climb by Mr Lowe, which he worked on with Dr Lewis-Jones, is due to be published in May. He said: ""Lowe was a brilliant, kind fellow who never sought the limelight... and 60 years on from Everest his achievements deserve wider recognition. ""He was involved in two of the most important explorations of the 20th Century... yet remained a humble, happy man right to the end... an inspirational lesson to us all."" Before retiring in 1984, Mr Lowe worked as an Inspector of Schools with the Department of Education and Sciences, and he leaves three sons from a previous marriage.

Determine the temporal relation between the following event mentions.
- leaves [ei43]
- died [ei2]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""leaves [ei43]"", ""died [ei2]"", ""SIMULTANEOUS""]]","[[""leaves [ei43]"", ""died [ei2]"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1150_l74,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
Before retiring in 1984, Mr Lowe worked as an Inspector of Schools with the Department of Education and Sciences, and he leaves three sons from a previous marriage. The last British climbing member of the 1953 team, Mike Westmacott, died last June.

Determine the temporal relation between the following event mentions.
- worked [ei42]
- died [ei44]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""worked [ei42]"", ""died [ei44]"", ""BEFORE""]]","[[""worked [ei42]"", ""died [ei44]"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1150_l75,tempeval_relation,SIMULTANEOUS,BEFORE,0,1,1,0.0,0.0,,0,0,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
The last surviving member of the team which first conquered Everest in 1953 has died in a Derbyshire nursing home. George Lowe, 89, died in Ripley on Wednesday after a long-term illness, with his wife Mary by his side. New Zealand-born Mr Lowe was part of the team that helped Sir Edmund Hillary and Tenzing Norgay to the summit in 1953. Family friend and historian Dr Huw Lewis-Jones paid tribute to a ""gentle soul and fine climber"" who shunned the limelight. Mr Lowe also took part in the trans-Antarctic expedition of 1957-58, which made the first successful overland crossing of Antarctica via the South Pole. He later made expeditions to Greenland, Greece and Ethiopia. Speaking to the BBC in 1995, Mr Lowe said of his Antarctic adventure: ""We estimated we could do it in 100 days, and we got across on the 99th day. ""There was a great feeling of euphoria from everyone. It had a multiplying effect. ""We were pleased that England and New Zealand knew about it, and we thought that's where it would stop."" He also talked about his ""second job"" as the group's cameraman, and having to wear four pairs of gloves to work the clockwork camera. ""When there were dramas, there was a split problem. Do you take part in the urgency - or do you record it?"" he said. Dr Lewis-Jones, the former curator at the Scott Polar Research Institute at the University of Cambridge, who first met Mr Lowe in 2005, called him a ""hero"". ""I don't often use that word but then it is not very often that you get to meet one,"" he said. A book of memoirs and photographs from the climb by Mr Lowe, which he worked on with Dr Lewis-Jones, is due to be published in May.

Determine the temporal relation between the following event mentions.
- conquered [ei1]
- climb [ei52]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""conquered [ei1]"", ""climb [ei52]"", ""SIMULTANEOUS""]]","[[""conquered [ei1]"", ""climb [ei52]"", ""BEFORE""]]",BEFORE
te3_test_bbc_20130322_1150_l76,tempeval_relation,SIMULTANEOUS,UNKNOWN,0,0,1,0.0,0.0,1,1,1,"Title:
Last 1953 Everest team member George Lowe dies, aged 89

Passage:
The last surviving member of the team which first conquered Everest in 1953 has died in a Derbyshire nursing home. George Lowe, 89, died in Ripley on Wednesday after a long-term illness, with his wife Mary by his side. New Zealand-born Mr Lowe was part of the team that helped Sir Edmund Hillary and Tenzing Norgay to the summit in 1953. Family friend and historian Dr Huw Lewis-Jones paid tribute to a ""gentle soul and fine climber"" who shunned the limelight. Mr Lowe also took part in the trans-Antarctic expedition of 1957-58, which made the first successful overland crossing of Antarctica via the South Pole. He later made expeditions to Greenland, Greece and Ethiopia. Speaking to the BBC in 1995, Mr Lowe said of his Antarctic adventure: ""We estimated we could do it in 100 days, and we got across on the 99th day. ""There was a great feeling of euphoria from everyone. It had a multiplying effect. ""We were pleased that England and New Zealand knew about it, and we thought that's where it would stop."" He also talked about his ""second job"" as the group's cameraman, and having to wear four pairs of gloves to work the clockwork camera. ""When there were dramas, there was a split problem. Do you take part in the urgency - or do you record it?"" he said. Dr Lewis-Jones, the former curator at the Scott Polar Research Institute at the University of Cambridge, who first met Mr Lowe in 2005, called him a ""hero"". ""I don't often use that word but then it is not very often that you get to meet one,"" he said. A book of memoirs and photographs from the climb by Mr Lowe, which he worked on with Dr Lewis-Jones, is due to be published in May. He said: ""Lowe was a brilliant, kind fellow who never sought the limelight... and 60 years on from Everest his achievements deserve wider recognition.

Determine the temporal relation between the following event mentions.
- conquered [ei1]
- Everest [ei54]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""conquered [ei1]"", ""Everest [ei54]"", ""SIMULTANEOUS""]]","[[""conquered"", ""Everest"", ""BEFORE""]]",BEFORE
